1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.515609090459680175e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 2.842170943040400743e-14 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 8.881784197001252323e-16 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.484491930852360309e-01 1.165318650473571027e-01 -5.162889609333096708e-01 1.515609090459676622e+00 -4.245417329612705681e-01 7.323527165598689992e-01 -5.323756338541626443e-01 3.552713678800500929e-14 3.160668975505869227e-01 6.708798871452064105e-01 6.708367113514153157e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
6.546195824723342049e-01 -7.113618478319105876e-01 -2.558075911557677329e-01 1.515609090459687280e+00 4.317226899672661489e-01 7.401604100749636928e-02 8.989644846383000321e-01 1.421085471520200372e-14 -6.205551717705481973e-01 -6.989176969591958111e-01 3.555634003466598969e-01 -7.105427357601001859e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.652577816044498160e-02 -9.646345902046220555e-01 -2.630722449004319063e-01 1.515609090459678399e+00 2.164193512329694036e-01 -2.534199621021349103e-01 9.428366704896735673e-01 -7.105427357601001859e-15 -9.761606236004873871e-01 -7.251503422679729527e-02 2.045776301138372277e-01 1.421085471520200372e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.229531627384589543e-01 -6.649950645332814991e-01 6.155421888675961517e-01 1.515609090459697939e+00 5.295232160552757472e-01 -3.698580057214808647e-01 -7.634200804682875763e-01 1.332267629550187849e-14 7.353337920890160584e-01 6.488348169989847092e-01 1.956977119485094896e-01 3.552713678800500929e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.832290481096269685e-01 8.358618996953890434e-01 -2.604315105755821147e-01 1.515609090459694386e+00 -5.091141908375580449e-01 5.102856139517251144e-01 6.931171133955138508e-01 2.842170943040400743e-14 7.122446403805945403e-01 -2.023449451593161974e-01 6.721339862092906570e-01 7.105427357601001859e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.121931384152873745e-01 8.314517074641648575e-01 3.725384205666314452e-01 1.515609090459690833e+00 4.994546202932656671e-03 4.068219715726630881e-01 -9.134938083829347022e-01 2.131628207280300558e-14 -9.110828014794167817e-01 3.783965401541826701e-01 1.635365012703938747e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
6.771806101124544508e-01 -3.325074402565482701e-01 -6.564032476014740602e-01 1.515609090459691943e+00 -3.466239825198932922e-01 6.427397399543253176e-01 -6.831818509192812972e-01 1.421085471520200372e-14 6.490595011474469267e-01 6.901626104458893352e-01 3.199958360865700069e-01 7.105427357601001859e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.807590260825839845e-01 -7.137232170191142311e-01 -6.767018131921638258e-01 1.515609090459690833e+00 2.249772886244864600e-01 6.997983043288191762e-01 -6.779878707334549004e-01 1.065814103640150279e-14 9.574504656079342313e-01 -2.969011192966269225e-02 2.870663741380272693e-01 -2.131628207280300558e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.457113306221476279e-01 2.976387557613415780e-01 -1.305421395631591319e-01 1.515609090459719255e+00 -2.560024161290900269e-01 4.347335400499171554e-01 -8.634057632954134087e-01 0.000000000000000000e+00 -2.002319706464357474e-01 8.499517164077660114e-01 4.873286752352434803e-01 2.664535259100375697e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
