9.992935674743281815e-01 5.784411914044162994e-03 -3.713363143080650186e-02 1.669381409719772336e+00 -5.831245821787855305e-03 9.999823333746041820e-01 -1.153044165588718072e-03 -2.131628207280300558e-14 3.712630572244157712e-02 1.368764950815310561e-03 9.993096436570164665e-01 -1.776356839400250465e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.046566056005758583e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 7.105427357601001859e-15 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.776356839400250465e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.788457274645174122e-01 -2.861454055896516802e-01 5.581398925629671437e-01 1.669381409719774112e+00 -4.703376239566978700e-01 3.222631931430748331e-01 8.215405978014701516e-01 -4.263256414560601115e-14 -4.149480115641410727e-01 -9.023675754398331472e-01 1.164083609273941500e-01 1.421085471520200372e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.760779397218247277e-01 1.291931947975557826e-01 9.758615053179005017e-01 1.046566056005765688e+00 -1.312751411377251209e-01 9.855770339898299870e-01 -1.067930119019024487e-01 2.842170943040400743e-14 -9.755836183857271582e-01 -1.093024633291049402e-01 1.904982284631587808e-01 1.421085471520200372e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.798988071927202226e-01 5.372727695074047682e-01 -8.239990232497119704e-01 1.669381409719765230e+00 -2.532617162929013399e-01 8.347240365141455065e-01 4.889726842328774858e-01 -2.131628207280300558e-14 9.505234990419807461e-01 1.207218042085791698e-01 2.862364822268730347e-01 -8.881784197001252323e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 4.650752813026259869e-01 -2.706846094888274989e-01 -8.428729589369707842e-01 1.046566056005751477e+00 7.339625331201025116e-01 6.502470140620084660e-01 1.961576424189596657e-01 1.421085471520200372e-14 4.949787699459500812e-01 -7.098652427674727594e-01 5.010861746381267690e-01 5.329070518200751394e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.343723852066060598e-02 5.628325586251502477e-01 -8.258943407189441865e-01 1.669381409719775888e+00 -2.468979833207713553e-02 8.265694066433155740e-01 5.622930106800534400e-01 -3.552713678800500929e-14 9.991358090562233452e-01 1.589639199345183485e-03 4.153442077099545049e-02 1.421085471520200372e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 9.538321843032372405e-01 5.754887765586715054e-02 -2.947749834498602506e-01 1.046566056005744372e+00 -2.293946610860549407e-01 7.731064900590109978e-01 -5.913412250924590108e-01 2.131628207280300558e-14 1.938614289964079862e-01 6.316600998236205911e-01 7.506152573977459275e-01 -3.552713678800500929e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.132181227371907406e-01 -5.561163004566869184e-01 -1.714961959291439741e-01 1.669381409719775888e+00 4.236192218673778820e-01 3.636140954386500868e-01 8.296574862332104505e-01 -1.421085471520200372e-14 -3.990276177362624410e-01 -7.473415885421473837e-01 5.312791265606272573e-01 -2.220446049250313081e-16 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 5.664745718483080728e-01 8.054862993848648234e-01 1.740643012008842028e-01 1.046566056005751477e+00 -1.340916047330788230e-01 2.985030906953544116e-01 -9.449419804334173723e-01 2.087219286295294296e-14 -8.130965508409095932e-01 5.119450423127439587e-01 2.771033609720732205e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.429667878987663787e-01 -3.385193954869301081e-01 -9.300350081782257083e-01 1.669381409719764342e+00 -1.941067460307185355e-01 9.118486603191683360e-01 -3.617382918900126643e-01 -2.842170943040400743e-14 9.705066041523237041e-01 2.322426307836295556e-01 6.465517568937084736e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 5.697348708985319199e-01 -3.287291938224331522e-01 7.532192868023801502e-01 1.046566056005744372e+00 2.442714611212341014e-01 9.428317058928673555e-01 2.267153008617702470e-01 2.842170943040400743e-14 -7.846869631667972023e-01 5.482236306470880671e-02 6.174632607241266058e-01 -1.776356839400250465e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.050126162120367912e-01 9.441837938706921785e-01 1.244357960694390253e-01 1.669381409719763454e+00 -2.063593634752781125e-01 -6.203276673862068158e-02 9.765079359415518301e-01 -2.398081733190338127e-14 9.297220644136432455e-01 -3.235257319637778184e-01 1.759203902330116476e-01 1.421085471520200372e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.502725972858359516e-01 -4.778064665163965774e-01 -4.569376437951698233e-01 1.046566056005772793e+00 3.763673785839863895e-01 8.769047504988018993e-01 -2.989743381804737532e-01 2.131628207280300558e-14 5.435426626308040854e-01 5.233583005694655843e-02 8.377483720022774749e-01 7.105427357601001859e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.382464209162926450e-01 -8.831683722926270130e-01 -3.249661288800881342e-01 1.669381409719765230e+00 8.086935895366261784e-01 4.493850757806049367e-01 -3.795625533532341889e-01 -2.975397705995419528e-14 4.812525708811175029e-01 -1.344123500562794948e-01 8.662154946505304931e-01 -7.105427357601001859e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.786552171792618937e-01 -9.517477976638730741e-01 1.285589342704187010e-01 1.046566056005765688e+00 2.199722462311000659e-01 -6.705243240334812782e-02 -9.731989427639338164e-01 1.421085471520200372e-14 9.348601397143974090e-01 2.994663602990523255e-01 1.906735907838718047e-01 1.421085471520200372e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.267300160856195346e-01 8.409012069345651597e-01 1.242604133681952522e-01 1.669381409719761677e+00 -7.776783616284053124e-01 5.357360418063559226e-01 -3.289426384107386747e-01 -2.842170943040400743e-14 -3.431790436629288954e-01 7.662932653788807891e-02 9.361389268185290602e-01 1.421085471520200372e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 9.858471348640673870e-01 -1.492321580363779529e-02 1.669812094530021829e-01 1.046566056005762135e+00 1.428984626001848779e-01 5.956508269136868705e-01 -7.904303396147850380e-01 5.684341886080801487e-14 -8.766673295391412546e-02 8.031048437328210943e-01 5.893531656876613845e-01 -1.243449787580175325e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.190949677826657727e-01 3.964217868139024437e-01 -4.146482855292983327e-01 1.669381409719747467e+00 -5.677280746580415371e-01 6.638384281823193067e-01 -4.868299236011494058e-01 -1.421085471520200372e-14 8.226947792581970620e-02 6.341674133915274902e-01 7.688064937252497844e-01 7.105427357601001859e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 8.933361972724063182e-02 9.002555034784613941e-01 4.260980319635035984e-01 1.046566056005787004e+00 -1.283979662714254399e-01 -4.138295865432146670e-01 9.012541459315646097e-01 1.598721155460225418e-14 9.876909773020055017e-01 -1.352224158866201786e-01 7.862208085515975942e-02 -7.105427357601001859e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
