0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.452770266342541583e-01 6.649169146668866201e-03 4.087901447457645276e-01 -3.098821387127003724e-01 2.425236085999594449e-01 2.990723267168822197e-01 -3.170950832397418373e-01 -1.735970987513859448e-02 2.623879713637168876e-01 -2.707627825113013142e-01 -1.135322477567703159e-01 -2.911041471506624623e-01 -1.566789386589732547e-01 -1.031068464090245107e-01 -3.346493309706967678e-01 -3.556740218185276969e-01 -9.556451025282589051e-02 -2.032356470584502917e-01 -4.233198183778993373e-01 -7.255881932751775953e-02 -1.185006828402199314e-01 -4.092189463214078726e-01 -8.630847539912001043e-03 -2.069638309653597935e-02 -4.232798143151674797e-01 -3.721684523377524756e-02 -1.575677612345983691e-01 -4.238066560286177231e-01 -1.011231624439263774e-02 1.320930576926365452e-01 -2.116248329904711623e-01 -3.777643611190731332e-02 1.493301181184895909e-01 -2.136221806403609258e-01 2.026264634192802283e-03 2.895692187380155547e-01
-6.760431956785020180e-01 -2.126311247563627826e-01 6.601829606629877611e-02 -3.257405564076289450e-01 3.125839260976046585e-01 1.059837595122582465e-01 -5.143244021500631424e-01 1.142315939331961239e-01 1.442831818055705095e-03 -1.587675587064553417e-01 2.028283677195736462e-02 1.229385578846900334e-01 -1.749957786618247524e-01 1.711719880907772162e-02 1.519285102329983039e-01 -9.877272352663155064e-02 2.150244953503339593e-04 1.433549735343943032e-01 -1.287476768075374381e-02 -9.582276208669010531e-02 1.391125486994120863e-01 4.777009841165438114e-02 -3.589927806725623505e-01 1.843989721761962186e-01 -3.020291555512976539e-02 -2.445453919831980794e-01 9.554806110530220109e-02 3.249739864042055365e-02 -4.082641985646627281e-01 2.478111341290617220e-01 -6.055476741544602026e-01 2.058167644819648423e-01 -2.366384589330149460e-02 -6.539531470643387134e-01 7.668432094908833596e-03 1.027477751977569909e-01
-6.542130300759375627e-01 -5.036612607782128270e-01 -6.434310257464523897e-01 -4.636805410116270898e-01 -8.733449770690079883e-02 -6.552272132088325929e-01 -6.077175062677739881e-01 -9.884094635680795715e-02 -6.571465344073663672e-01 1.772057670811514329e-01 -3.591912747181698062e-01 1.852669938319661813e-01 2.181346459719890885e-01 -2.514259851322313000e-01 2.571393715852035022e-01 1.355918004019619483e-01 -5.151851815733750062e-01 1.543838080004337754e-01 5.205561669532943192e-02 -6.107321589053303912e-01 7.950844698123896159e-02 7.583707573766296228e-02 -6.365852114614486412e-01 1.042043773272942064e-01 4.830618832938252810e-02 -3.609570232191821049e-01 1.785453182471659350e-02 -6.012678318066066313e-02 -1.030783732031073097e+00 -1.392710826546114111e-01 -6.198324739363183511e-01 3.018612069304510426e-02 -4.928401775324839362e-01 -6.355619581561064990e-01 -1.238422333332760139e-01 -4.114168105003925824e-01
-6.944717062359594406e-01 4.108728143789106002e-01 4.364891073077155070e-01 -4.955615994307047689e-01 4.716235276804158216e-01 4.051035345386259090e-01 -5.811406621492594127e-01 3.682483381691685209e-01 5.242694015016797771e-01 -1.056027593637030859e-01 2.305689023818232458e-02 6.578708993942092298e-02 -1.221493047203176391e-01 -1.765000470899726059e-02 -6.132286490407911489e-02 -5.575168603502579645e-02 4.962312099134911364e-02 1.839368715223841932e-01 2.026352538359907363e-02 -9.376004870266574365e-03 4.039029490305819370e-01 4.443465098364658694e-02 -2.233184059916697162e-01 5.880854696622900279e-01 1.322761565876884871e-01 -4.235823304440037851e-01 6.355691306059538803e-01 -1.398384449290409060e-01 -3.183597313972512388e-02 5.476614412179197089e-01 -6.431778439776273393e-01 4.653490467146287335e-02 6.738793581968687274e-01 -6.579891440677350101e-01 2.985151674711087333e-01 4.561594490457369089e-01
-5.974421066132369340e-01 -2.942154058991485188e-01 1.557551329389769423e-01 -2.752219591651209885e-01 2.585325387903687488e-01 4.614709949988228255e-01 -4.936012641288565761e-01 -9.929317371237944556e-02 2.321932503728147690e-01 -9.532681497509185031e-02 -3.493044057945826619e-01 -6.248382398016821826e-01 -5.179402368412658331e-02 -3.114112188367270662e-01 -6.366238355076928590e-01 -8.781619423637734845e-02 -3.778710093571757689e-01 -4.841247222055300448e-01 -9.455815075645093715e-02 -4.546105344339528287e-01 -3.192685353126700765e-01 -1.003185410483894979e-02 -4.557923138693110721e-01 -1.672239808585014309e-01 -7.552106166280855848e-02 -5.558560777734242730e-01 -1.752218127912324452e-01 -1.265226561950870687e-01 -6.876707705594968800e-01 -2.453823964947665082e-01 -4.972725532832680262e-01 -2.130291842532828772e-01 3.773495040107072152e-01 -5.354622829275139662e-01 -1.887047719959430159e-01 2.419835835035227256e-01
-1.616454167681799503e-01 -1.524756344947489350e-02 -4.571919410702837694e-01 3.878200299124276440e-02 1.557774676399286684e-01 -5.362195291704857647e-01 -7.251120371750639781e-02 2.205085202543950046e-02 -3.971528651458651749e-01 9.998372121047816030e-05 -2.249076877723472576e-02 1.680215182342864599e-01 -7.370267387978982065e-03 -5.045146884753008709e-02 2.315697120382672614e-01 3.496227951399179246e-03 -5.189477221897973586e-03 1.269936174117358152e-01 -2.191390911099322034e-02 1.972906053914099539e-02 1.486998729741784153e-02 -1.810728121338280733e-02 -2.109054708326200955e-02 -4.364093656944539878e-02 -6.488217148331240636e-02 3.445768083656625125e-03 6.629704803204916619e-02 -1.104992362814444240e-03 -7.908708314019772395e-03 -1.601237923205389435e-01 -1.568651828937705772e-01 1.969863637664992853e-02 -2.614705117145714741e-01 -1.513486367047007786e-01 -5.602438430012834925e-02 -2.939650015073836942e-01
-6.730105750986242752e-01 -5.078725279315967622e-01 -2.725726705462827026e-01 -4.273119836951185802e-01 -1.184598590354046521e-01 -2.706929068094692248e-01 -6.354679312964099935e-01 -5.045405130626974266e-01 -1.425075156334589810e-01 1.761333237735308865e-02 -3.310296548426666652e-01 -1.574393765802691858e-01 6.863101083528165558e-02 -1.784130114438999826e-01 -1.393704603569778933e-01 -6.165385628643220428e-02 -4.809816388297669665e-01 -1.567634523194577356e-01 -2.284235494671023881e-01 -6.107237959804443506e-01 -1.268490946102887318e-01 -3.080267732161591221e-01 -4.762478795594303760e-01 -1.350254676123636144e-01 -3.493414377789257896e-01 -7.731494849919389178e-01 4.586441474337167590e-02 -2.859618381550617094e-01 -6.339582614798571214e-01 -1.609630450262200529e-01 -6.076847761629458056e-01 -5.883523006032521652e-01 1.603340012950381088e-01 -6.326422789516933376e-01 -4.435802362283081113e-01 -9.238466009524001765e-02
-4.496662121424804259e-01 2.713848435926585756e-02 -6.931388131986836454e-01 -2.163462283588708235e-01 3.703994426027180098e-01 -6.588142701629120523e-01 -3.655702767447022716e-01 2.721884528825686544e-01 -6.101981637887867738e-01 -1.187827729421441908e-01 -7.267093071018400352e-02 2.654182577383380481e-01 -1.361825437323306853e-01 -1.380216687446955137e-01 3.537053472123545261e-01 -7.934954695414261905e-02 -1.803762242018058098e-02 2.056894033389117804e-01 -4.799693484978374142e-02 5.115934323577595033e-02 5.241953219369255290e-02 4.047051329670388505e-03 -9.116557266967251216e-02 -7.356779579185968032e-02 -1.172187367503054745e-01 9.062371619041172111e-02 1.097309086437489589e-02 7.326395819388989428e-02 -1.725114148687556248e-01 -1.588412215399353788e-01 -5.681967126949314384e-01 3.282655730108937631e-01 -5.118562191294104835e-01 -5.079658935976556489e-01 1.476622511422719386e-01 -5.098963793492284902e-01
-2.520148048905629379e-01 -5.521129900346923025e-02 -5.204882495781286700e-01 -4.754681333455765269e-01 -1.432470445347935051e-01 -2.714326283215809932e-01 -4.137955091298539667e-01 -4.382971674012126062e-02 -3.999654372232955279e-01 -1.803699618558035900e-01 2.546822121913055667e-02 -3.217789564001475866e-01 -1.452709017552806237e-01 2.594131273584080605e-02 -1.734075717592767352e-01 -2.065225866065868443e-01 2.504431925624280020e-02 -4.882842628212801794e-01 -2.247276236747559053e-01 -5.707146950906323048e-03 -6.446358545989936406e-01 -2.079649699056370094e-01 -9.085992613504666193e-02 -6.817135683623550824e-01 -3.352397391278026939e-01 -1.346697910122849340e-01 -7.099552412386580524e-01 -1.161299485374320539e-01 -3.366790774772633610e-02 -6.345966316764982684e-01 -5.402164723993749806e-01 -8.074974166817487642e-02 -5.115635019843431941e-01 -3.742146785730924297e-01 -8.583144172125878324e-02 -4.651512645281267733e-01
